"Site","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Chapman","Jul","max",19.97,9.98,32.1,34.8,925.04,95.96,12.7,0.78,89.43,9.06,333.8,0.53,0.55,0.52,25.98,-Inf,-Inf
"Chapman","Jul","min",9.39,0.22,13.98,0,915.35,55.14,5.19,0,270.48,2.52,66.4,0.16,0.1,0.14,12.59,Inf,Inf
"Chapman","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54
"Chapman","Aug","mean",13.74,5.1,22.14,1,918.63,73.22,8.09,0.2,6.71,5.22,192.08,0.2,0.16,0.19,23.3,NA,NA
"Chapman","Aug","max",19.9,13.88,30.95,13,927.85,96.23,12.64,0.76,82.18,9.56,291.92,0.29,0.23,0.28,25.73,-Inf,-Inf
"Chapman","Aug","min",4.02,-3.3,10.22,0,910.37,59.4,2.75,0,270.54,2.52,61.14,0.13,0.08,0.14,20.82,Inf,Inf
"Chapman","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62
"Chapman","Sep","mean",8.04,0.97,16.01,1.44,916.52,81.26,4.44,0.1,6.08,4.51,120.31,0.2,0.18,0.2,19.96,NA,NA
"Chapman","Sep","max",13.07,9.11,24.94,20.8,929.25,98.02,10.58,0.5,89.39,8.05,217.65,0.29,0.39,0.47,24.7,-Inf,-Inf
"Chapman","Sep","min",3.52,-5.26,5.95,0,899.2,61.82,-0.62,0,274.06,2.52,29.52,0.13,0.1,0.14,13.26,Inf,Inf
"Chapman","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60
"Chapman","Oct","mean",2.47,-3.16,9.18,0.77,915.48,85.75,0.03,0.06,355.56,4.05,65.13,0.25,0.22,0.27,14.39,NA,NA
"Chapman","Oct","max",10.39,4.53,21.44,10.4,931.1,99.76,6.06,0.67,88.89,9.06,131.55,0.33,0.41,0.46,19.26,-Inf,-Inf
"Chapman","Oct","min",-7.16,-12.82,0.14,0,892.7,63.86,-8.52,0,275.2,1.51,9.57,0.19,0.13,0.19,10.24,Inf,Inf
"Chapman","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57
"Chapman","Nov","mean",-3.17,-7.65,0.96,2.4,910.45,95.44,-3.83,0.05,3.84,3.54,21.25,0.3,0.23,0.36,13.01,NA,NA
"Chapman","Nov","max",1.6,-0.23,5.77,14.6,922.25,99.98,1.09,0.31,89.04,8.56,42.96,0.32,0.25,0.49,13.52,-Inf,-Inf
"Chapman","Nov","min",-12.29,-20.36,-5.05,0,896.6,73.5,-13.02,0,275.12,0,4.3,0.28,0.2,0.29,12.56,Inf,Inf
"Chapman","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30
"Chapman","Dec","mean",-18.34,-24.55,-13.16,0,912.74,88.38,-19.79,0,347.12,0.15,7.22,0.31,0.24,0.33,13.4,NA,NA
"Chapman","Dec","max",-1.38,-4.83,0.91,0,930.86,94.1,-3.1,0.02,89.63,4.53,21.08,0.32,0.26,0.45,13.77,-Inf,-Inf
"Chapman","Dec","min",-38.86,-42.81,-31.19,0,887.28,76.59,-41.46,0,276.37,0,1.23,0.29,0.22,0.29,12.62,Inf,Inf
"Chapman","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31
"Chief Lake","Jan","mean",-7.7,-12.86,-3.45,1.32,925.73,90.88,-8.97,0.13,2.1,3.99,18.28,0.15,NA,NA,NA,31.5,NA
"Chief Lake","Jan","max",1.52,0,6.64,14,944,100,1.02,1.95,87.45,12.08,43,0.25,-Inf,-Inf,-Inf,99.98,-Inf
"Chief Lake","Jan","min",-31.91,-43.3,-24.43,0,901.87,64.18,-34.38,0,277.29,0,1.96,0.04,Inf,Inf,Inf,0,Inf
"Chief Lake","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,93,93,93,0,93
"Chief Lake","Feb","mean",-6.31,-12.52,-0.83,1.08,929.26,82.08,-9.1,0.08,356.84,3.91,43.67,0.16,NA,NA,NA,20.3,NA
"Chief Lake","Feb","max",3.99,1.86,8.59,15.6,949.17,98.73,2.8,0.92,86.63,7.05,92.79,0.22,-Inf,-Inf,-Inf,83.46,-Inf
"Chief Lake","Feb","min",-25.91,-33.61,-22.02,0,912.36,54.18,-29.92,0,271.24,0,7.28,0.06,Inf,Inf,Inf,0.15,Inf
"Chief Lake","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,85,85,85,0,85
"Chief Lake","Mar","mean",-1.53,-8.18,4.81,1.1,926.24,72.07,-6.55,0.17,348.62,4.77,102.46,0.23,NA,NA,NA,22.96,NA
"Chief Lake","Mar","max",6.76,4.79,12.22,13,943.83,98.77,2.68,1.97,86.12,10.57,199.42,0.52,-Inf,-Inf,-Inf,80.15,-Inf
"Chief Lake","Mar","min",-15.32,-27.4,-11.33,0,914.72,45.03,-23.29,0,270.28,1.01,15.93,0.14,Inf,Inf,Inf,0.91,Inf
"Chief Lake","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,93,93,93,0,93
"Chief Lake","Apr","mean",2.03,-5.74,9.36,0.76,928.38,64.36,-5.05,0.18,6.89,4.81,181.35,0.32,NA,NA,NA,20.85,NA
"Chief Lake","Apr","max",9.16,6.2,21.89,10.6,943.12,97.87,8.81,1.28,86.57,9.06,279.89,0.52,-Inf,-Inf,-Inf,100,-Inf
"Chief Lake","Apr","min",-12.16,-25.33,-3.15,0,901.44,38.87,-20.03,0,273.71,0,57.28,0.19,Inf,Inf,Inf,1.25,Inf
"Chief Lake","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,1,90,90,90,0,90
"Chief Lake","May","mean",8.53,0.61,15.86,2.16,927.29,71.37,2.51,0.1,353.26,4.14,199.22,0.23,NA,NA,NA,39.17,NA
"Chief Lake","May","max",14.69,8.12,24.1,19.8,942.2,97.31,11.31,1.07,89.38,8.56,328.27,0.44,-Inf,-Inf,-Inf,100,-Inf
"Chief Lake","May","min",3.29,-5.98,4.32,0,914.15,38.2,-5.68,0,272.78,0,40.99,0.17,Inf,Inf,Inf,1.59,Inf
"Chief Lake","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,93,93,93,0,93
"Chief Lake","Jun","mean",13.35,4.58,21.21,2.2,926.66,71.8,7.39,0.07,0.94,4.51,234.61,0.2,NA,NA,NA,39.62,NA
"Chief Lake","Jun","max",26.57,14.96,38.28,17.4,938.18,92.09,16.13,0.44,87.11,7.55,336.92,0.27,-Inf,-Inf,-Inf,81.54,-Inf
"Chief Lake","Jun","min",6.94,-2.39,10.12,0,916.82,50.26,1.35,0,270.91,0,87.38,0.14,Inf,Inf,Inf,3.36,Inf
"Chief Lake","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,0,90
"Chief Lake","Jul","mean",15.22,7.04,22.98,2.37,928.57,76.03,10.18,0.04,0.67,4.1,214.4,0.2,NA,NA,NA,39.6,NA
"Chief Lake","Jul","max",21.98,13.83,33.16,23.2,934.48,97.97,14.3,0.38,86.98,8.56,330.93,0.38,-Inf,-Inf,-Inf,82.5,-Inf
"Chief Lake","Jul","min",9.11,0.74,12.1,0,917.16,53.8,6.73,0,271.88,2.01,53.68,0.12,Inf,Inf,Inf,3.21,Inf
"Chief Lake","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,119,119,119,0,119
"Chief Lake","Aug","mean",14.08,5.78,22.37,1.53,928.18,76.96,9.31,0.03,1.22,3.41,175.89,0.19,NA,NA,NA,43.59,NA
"Chief Lake","Aug","max",20.62,14.86,33.16,15.6,936.43,97.92,15.83,0.44,84.95,9.06,283.11,0.42,-Inf,-Inf,-Inf,92.06,-Inf
"Chief Lake","Aug","min",6.44,-1.99,12.82,0,917.97,51.44,3.29,0,270.54,0,53.16,0.11,Inf,Inf,Inf,3.95,Inf
"Chief Lake","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,0,124
"Chief Lake","Sep","mean",9.65,2.3,17.53,1.48,927.97,81.95,6.17,0.04,352.67,3.15,114.66,0.19,NA,NA,NA,51.21,NA
"Chief Lake","Sep","max",15.68,11.32,29.07,10.6,946.52,99.31,12.11,0.94,88.33,9.56,208.11,0.36,-Inf,-Inf,-Inf,96.52,-Inf
"Chief Lake","Sep","min",0.25,-9.3,7.77,0,911.27,59.09,-5.89,0,270.78,0,27.59,0.11,Inf,Inf,Inf,2.45,Inf
"Chief Lake","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,0,120
"Chief Lake","Oct","mean",2.35,-3.14,8.01,2.23,928.44,86.57,0.04,0.04,1.01,3.1,57.89,0.25,NA,NA,NA,48.62,NA
"Chief Lake","Oct","max",12.02,6.28,22.78,23.4,946.98,100,9.69,0.73,89.5,10.57,128.06,0.49,-Inf,-Inf,-Inf,100,-Inf
"Chief Lake","Oct","min",-10.65,-18.43,-4.38,0,903.48,55.39,-15.34,0,280.72,0,8.38,0.11,Inf,Inf,Inf,2.84,Inf
"Chief Lake","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,104,104,104,0,104
"Chief Lake","Nov","mean",-2.09,-6.02,1.24,1.95,925.68,92.49,-3.24,0.05,354.29,3.22,18.54,0.25,NA,NA,NA,47.73,NA
"Chief Lake","Nov","max",8.46,5.64,10.69,19.8,946.79,100,5.13,0.82,89.08,8.05,50.19,0.47,-Inf,-Inf,-Inf,99.71,-Inf
"Chief Lake","Nov","min",-18.09,-22.89,-9.64,0,904.46,64.45,-19.79,0,273.12,0,1.86,0.06,Inf,Inf,Inf,2.69,Inf
"Chief Lake","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,1,90,90,90,0,90
"Chief Lake","Dec","mean",-8.37,-12.75,-4.96,0.4,925.11,92.07,-9.46,0.05,3.01,2.91,10.04,0.14,NA,NA,NA,30.76,NA
"Chief Lake","Dec","max",4.12,1.72,6.36,11.8,942.44,100,0.65,1.01,89.16,8.05,32.85,0.34,-Inf,-Inf,-Inf,99.07,-Inf
"Chief Lake","Dec","min",-32.62,-40.94,-26.49,0,899.43,68.43,-35.12,0,272.24,0,1.7,0,Inf,Inf,Inf,1.08,Inf
"Chief Lake","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,1,93,93,93,0,93
"Coalmine","Jan","mean",-4.63,-8,-1.57,1.54,915.43,87.76,-6.43,0.01,330.84,3.06,7.24,0.1,NA,NA,NA,NA,NA
"Coalmine","Jan","max",3.94,2.8,6.61,26.6,933.09,100,1.72,0.15,76.7,7.05,17.23,0.13,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","Jan","min",-36.94,-41.39,-29.45,0,892.55,62.99,-39.67,0,272.84,0,0.76,0.04,Inf,Inf,Inf,Inf,Inf
"Coalmine","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,62,124,124,124,124,124
"Coalmine","Feb","mean",-8.21,-13.04,-3.38,1.21,919.11,85.89,-10.25,0,335.31,2.33,16.02,0.07,NA,NA,NA,NA,NA
"Coalmine","Feb","max",4.03,1.64,7.67,21.8,937.9,97.84,2.56,0.08,85.82,7.05,53.1,0.12,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","Feb","min",-30.94,-38.61,-21.77,0,900.59,56.84,-33.45,0,276.95,0,1.75,0.03,Inf,Inf,Inf,Inf,Inf
"Coalmine","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,56,113,113,113,113,113
"Coalmine","Mar","mean",-1.18,-6.19,4.43,1.52,917.73,76.45,-5.29,0,348.78,3.33,42.24,0.12,NA,NA,NA,NA,NA
"Coalmine","Mar","max",6.68,2.82,18.46,19.2,933.6,98.22,2.2,0.06,82.59,7.05,91.45,0.15,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","Mar","min",-21.41,-32.07,-9.13,0,904.33,48.58,-26.75,0,271.96,0,2.69,0.07,Inf,Inf,Inf,Inf,Inf
"Coalmine","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,62,124,124,124,124,124
"Coalmine","Apr","mean",2.32,-3.31,8.43,1.47,917.95,69.06,-3.62,0,3.21,3.37,60.79,0.12,NA,NA,NA,NA,NA
"Coalmine","Apr","max",9.21,5.41,20.03,14.6,932.7,97.11,7.58,0.06,89.23,7.55,97.7,0.14,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","Apr","min",-10.95,-19.52,-4.56,0,891.91,38.92,-17.3,0,270.62,1.01,25.93,0.11,Inf,Inf,Inf,Inf,Inf
"Coalmine","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,60,120,120,120,120,120
"Coalmine","May","mean",8.9,2.31,15.41,2.2,917.39,71.87,3.12,0,356.06,2.98,70.86,0.12,NA,NA,NA,NA,NA
"Coalmine","May","max",19.41,10.32,27.82,18.8,932.85,97.25,10.37,0.04,88.63,6.04,111.76,0.14,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","May","min",1.86,-4.32,4.14,0,904.77,41.11,-4.78,0,272.19,1.01,33.06,0.09,Inf,Inf,Inf,Inf,Inf
"Coalmine","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,62,124,124,124,124,124
"Coalmine","Jun","mean",12.8,6.62,19.15,2.42,917.93,74.79,7.65,0,353.11,2.86,79.82,0.12,NA,NA,NA,NA,NA
"Coalmine","Jun","max",29.73,21.15,39.8,17.6,929.36,96.85,16.81,0.02,88.96,5.54,136.14,0.14,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","Jun","min",6.29,-1.04,8.29,0,908.13,45.58,2,0,270.42,0.5,22.65,0.05,Inf,Inf,Inf,Inf,Inf
"Coalmine","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,46,120,120,120,120,120
"Coalmine","Jul","mean",15.09,9.31,21.14,3.15,919.5,78.3,10.66,0,0.45,2.5,73.63,0.11,NA,NA,NA,NA,NA
"Coalmine","Jul","max",22.99,14.82,32.25,33.2,925.21,98.87,15.02,0,87.98,5.03,139.73,0.15,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","Jul","min",9.43,1.29,10.74,0,907.84,44.67,6.19,0,274.91,0.5,23.85,0.03,Inf,Inf,Inf,Inf,Inf
"Coalmine","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124
"Coalmine","Aug","mean",14.45,Inf,-Inf,1.95,918.96,78.17,10.13,0,349.35,-Inf,60.66,0.09,NA,NA,NA,NA,NA
"Coalmine","Aug","max",23,Inf,33.68,16,927.7,96.57,16.22,0,84.58,5.54,123.33,0.14,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","Aug","min",6.63,0.58,-Inf,0,908.88,47.61,4.08,0,275.4,-Inf,21.55,0.02,Inf,Inf,Inf,Inf,Inf
"Coalmine","Aug","obs_na",2,0,0,2,2,2,2,2,2,0,2,2,126,126,126,126,126
"Coalmine","Sep","mean",10.01,Inf,-Inf,2.06,918.87,83.07,6.92,0,345.84,-Inf,42.38,0.1,NA,NA,NA,NA,NA
"Coalmine","Sep","max",19.88,Inf,30.22,31,936.06,98.48,12.36,0.04,86.52,7.55,86.08,0.14,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","Sep","min",0.03,-5.79,-Inf,0,902.88,53.46,-5.16,0,276.12,-Inf,12.01,0.02,Inf,Inf,Inf,Inf,Inf
"Coalmine","Sep","obs_na",13,0,0,13,13,13,13,13,13,0,13,30,150,150,150,150,150
"Coalmine","Oct","mean",2.94,-0.78,7.22,2.26,918.52,87.11,0.79,0,340.29,3.14,26.48,0.12,NA,NA,NA,NA,NA
"Coalmine","Oct","max",13.67,9.95,22.13,22.4,935.8,99.98,11.38,0.1,87.38,7.05,62.33,0.15,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","Oct","min",-13.09,-19.15,-5.88,0,894.88,54.8,-15.37,0,273.81,0,4,0.06,Inf,Inf,Inf,Inf,Inf
"Coalmine","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,42,126,126,126,126,126
"Coalmine","Nov","mean",-0.45,-2.95,2.04,2.65,915.61,91.48,-1.73,0,335.66,3.37,8.16,0.12,NA,NA,NA,NA,NA
"Coalmine","Nov","max",8.98,6.31,12.24,25.4,934.15,100,5.08,0.02,88.5,7.05,25.71,0.14,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","Nov","min",-17.44,-21.42,-10.86,0,894.58,70.6,-19.18,0,277.8,0,1.07,0.01,Inf,Inf,Inf,Inf,Inf
"Coalmine","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,60,120,120,120,120,120
"Coalmine","Dec","mean",-6.2,-9.55,-3.41,1.03,914.11,89.99,-7.63,0,332.49,2.64,4.26,0.09,NA,NA,NA,NA,NA
"Coalmine","Dec","max",4.31,1.26,7.7,22.6,933.39,99.47,1.34,0.12,87,7.05,14.98,0.14,-Inf,-Inf,-Inf,-Inf,-Inf
"Coalmine","Dec","min",-36.75,-40.17,-31.84,0,878.33,68.16,-39.58,0,270.12,0,1.02,0.01,Inf,Inf,Inf,Inf,Inf
"Coalmine","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,62,124,124,124,124,124
"Crystal Lake","Jan","mean",-7.96,Inf,-Inf,1.46,925.8,87.67,-9.68,0.68,352.1,-Inf,117.07,0.1,NA,NA,NA,29.49,NA
"Crystal Lake","Jan","max",4.01,Inf,7.67,30.8,946.46,97.89,2.38,3.49,89.98,17.63,225.67,0.15,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","Jan","min",-37.79,-44.87,-Inf,0,898.89,49.42,-41.27,0,270.2,-Inf,1,0.04,Inf,Inf,Inf,0,Inf
"Crystal Lake","Jan","obs_na",31,0,0,31,31,31,31,31,124,0,0,217,372,372,372,31,372
"Crystal Lake","Feb","mean",-7.8,Inf,-Inf,1.02,926.93,82.81,-10.34,0.89,356.22,-Inf,133.88,0.1,NA,NA,NA,22.9,NA
"Crystal Lake","Feb","max",5.4,Inf,10.86,23.2,946.5,97,3.23,4.19,88.5,16.88,239.04,0.15,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","Feb","min",-27.98,-39.42,-Inf,0,899.74,52.92,-31.08,0,271.19,-Inf,1,0.05,Inf,Inf,Inf,0,Inf
"Crystal Lake","Feb","obs_na",28,0,0,28,28,28,28,28,113,0,0,198,339,339,339,28,339
"Crystal Lake","Mar","mean",-2.27,Inf,-Inf,1.08,924.12,75.21,-6.54,1.03,0.77,-Inf,167.68,0.1,NA,NA,NA,23.1,NA
"Crystal Lake","Mar","max",7.92,Inf,18.51,16.6,943.81,97.27,3.82,3.27,88.34,17.38,306.12,0.16,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","Mar","min",-21.99,-31.84,-Inf,0,902.1,44.05,-26.53,0,270.13,-Inf,1,0.06,Inf,Inf,Inf,0,Inf
"Crystal Lake","Mar","obs_na",31,0,0,31,31,31,31,31,124,0,0,217,372,372,372,31,372
"Crystal Lake","Apr","mean",2.77,Inf,-Inf,1.18,925.59,68.36,-3.24,1.15,1.83,-Inf,194.42,0.12,NA,NA,NA,21.96,NA
"Crystal Lake","Apr","max",15.66,Inf,24.63,22.6,942,95.59,7.5,3.71,84.87,18.37,352.92,0.17,-Inf,-Inf,-Inf,95.96,-Inf
"Crystal Lake","Apr","min",-12.41,-26.19,-Inf,0,899.28,44.29,-19.15,0.17,271.39,-Inf,1,0.1,Inf,Inf,Inf,0,Inf
"Crystal Lake","Apr","obs_na",32,0,0,32,32,32,32,32,122,0,0,213,361,361,361,32,361
"Crystal Lake","May","mean",9.63,Inf,-Inf,1.7,926.35,65.78,2.3,1.16,5.9,-Inf,257.97,0.11,NA,NA,NA,24.39,NA
"Crystal Lake","May","max",18.96,Inf,29.59,25.8,940.76,95.55,11.48,4.22,83.65,15.77,441.75,0.15,-Inf,-Inf,-Inf,98.58,-Inf
"Crystal Lake","May","min",2.1,-8.26,-Inf,0,911.92,30.79,-9.95,0.18,270.31,-Inf,1,0.08,Inf,Inf,Inf,0,Inf
"Crystal Lake","May","obs_na",29,0,0,29,29,29,29,38,131,0,0,255,403,403,403,29,403
"Crystal Lake","Jun","mean",13.13,4.98,19.93,2.21,925.95,68.67,6.52,1.17,12.35,-Inf,275.9,0.11,NA,NA,NA,27.7,NA
"Crystal Lake","Jun","max",27.69,15.27,38.31,35.8,937.4,95.24,16.75,3.87,89.32,18.74,417.33,0.16,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","Jun","min",4.85,-3.87,8.27,0,912.59,42.52,-0.52,0.16,276.74,-Inf,1,0.06,Inf,Inf,Inf,0,Inf
"Crystal Lake","Jun","obs_na",0,0,0,0,0,0,0,5,120,0,0,240,390,390,390,0,390
"Crystal Lake","Jul","mean",15.42,7.49,22.43,2.13,928.15,70.84,9.18,1.02,14.74,7.46,278.71,0.1,NA,NA,NA,30.72,NA
"Crystal Lake","Jul","max",23.06,16.94,34.99,20.8,938.88,94.71,14.68,3,89.38,15.11,444.21,0.16,-Inf,-Inf,-Inf,96.05,-Inf
"Crystal Lake","Jul","min",8.76,-1.27,10.39,0,916.43,34.39,1,0.03,270.02,2.77,1,0.07,Inf,Inf,Inf,0,Inf
"Crystal Lake","Jul","obs_na",0,0,0,0,0,0,0,0,124,0,0,248,403,403,403,0,403
"Crystal Lake","Aug","mean",14.54,6.4,22.1,1.49,927.52,72.28,8.72,0.91,11.54,7.01,245.61,0.1,NA,NA,NA,32.65,NA
"Crystal Lake","Aug","max",22.28,15.75,34.68,27.4,938.72,95.9,16.01,2.67,87.34,18,412.79,0.17,-Inf,-Inf,-Inf,94.39,-Inf
"Crystal Lake","Aug","min",7.06,-2.39,10.81,0,912.12,43.08,0.42,0.06,272.95,2.27,1,0.04,Inf,Inf,Inf,0,Inf
"Crystal Lake","Aug","obs_na",0,0,0,31,0,0,0,0,124,0,0,248,403,403,403,31,403
"Crystal Lake","Sep","mean",9.38,2.63,16.35,2.16,927.12,79.13,5.43,0.84,6.38,6.65,209.45,0.1,NA,NA,NA,40.79,NA
"Crystal Lake","Sep","max",17.83,11.18,29.41,53.4,945.14,96.05,12.81,3.59,87.22,16.51,315.08,0.15,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","Sep","min",0.42,-9,6.08,0,902.65,47.88,-6.17,0.03,274.47,2.27,83.38,0.05,Inf,Inf,Inf,0,Inf
"Crystal Lake","Sep","obs_na",0,0,0,0,0,0,0,0,103,0,0,223,390,390,390,0,390
"Crystal Lake","Oct","mean",3.1,-1.62,8.02,2.53,926.3,84.67,0.54,0.82,359.59,6.15,161.46,0.11,NA,NA,NA,44.18,NA
"Crystal Lake","Oct","max",14.45,10.76,22.15,28,944.45,98.04,9.92,4.2,87.69,14.66,256.54,0.16,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","Oct","min",-16.73,-25.27,-7.87,0,902.6,50.54,-18.81,0,270.24,0,82.79,0.07,Inf,Inf,Inf,0,Inf
"Crystal Lake","Oct","obs_na",0,0,0,0,0,0,0,0,93,0,0,217,376,376,376,0,376
"Crystal Lake","Nov","mean",-3.49,-7.46,-0.07,2.08,924.58,88.77,-5.14,0.75,354.05,-Inf,134.31,0.11,NA,NA,NA,40.53,NA
"Crystal Lake","Nov","max",11.27,6.76,16.23,31,946.47,97.8,6.52,3.46,85.45,14.61,231.38,0.18,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","Nov","min",-28.54,-34.76,-20.17,0,900.7,51.96,-30.75,0,274.31,-Inf,54.79,0,Inf,Inf,Inf,0,Inf
"Crystal Lake","Nov","obs_na",0,0,0,0,0,0,0,3,93,0,0,210,360,360,360,0,360
"Crystal Lake","Dec","mean",-8.37,Inf,-Inf,0.91,925.13,89.22,-9.84,0.57,350.6,-Inf,113.62,0.09,NA,NA,NA,27.22,NA
"Crystal Lake","Dec","max",5.23,Inf,8.96,41.8,955.4,97.71,2.77,2.5,87.57,26.72,203.46,0.15,-Inf,-Inf,-Inf,100,-Inf
"Crystal Lake","Dec","min",-32.79,-41.73,-Inf,0,897.7,70.37,-35.43,0,275.88,-Inf,1,0.02,Inf,Inf,Inf,0,Inf
"Crystal Lake","Dec","obs_na",4,0,0,4,4,4,4,21,113,0,0,217,372,372,372,4,372
"Dunster","Jan","mean",-5.14,Inf,-Inf,0.83,911.73,88.58,-6.74,0.83,328.61,-Inf,20.86,0.1,NA,NA,NA,NA,NA
"Dunster","Jan","max",3.9,Inf,5.15,20.4,928.3,96.78,2.68,2.37,80.73,15.21,56.13,0.19,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","Jan","min",-30.94,-32.6,-Inf,0,883.67,72.03,-33.37,0,270.15,-Inf,4.04,0,Inf,Inf,Inf,Inf,Inf
"Dunster","Jan","obs_na",31,0,0,31,31,31,31,31,31,0,31,124,279,279,279,279,279
"Dunster","Feb","mean",-7.07,Inf,-Inf,0.69,911.5,82.91,-9.58,0.78,344.98,-Inf,51.46,0.11,NA,NA,NA,NA,NA
"Dunster","Feb","max",4.65,Inf,7.17,24.8,931.13,97.08,2.61,3.13,86.8,12.8,137.22,0.18,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","Feb","min",-26.04,-28.6,-Inf,0,887.38,48.92,-28.33,0,270.01,-Inf,4.83,0.02,Inf,Inf,Inf,Inf,Inf
"Dunster","Feb","obs_na",28,0,0,28,28,28,28,28,28,0,28,113,254,254,254,254,254
"Dunster","Mar","mean",-0.67,Inf,-Inf,1.02,910.4,75.17,-4.83,0.89,344.05,-Inf,116.07,0.14,NA,NA,NA,NA,NA
"Dunster","Mar","max",8.25,Inf,16.51,10.4,926.67,94.94,4.18,2.22,89.22,13.17,287.28,0.23,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","Mar","min",-18.05,-22.94,-Inf,0,893.09,43.18,-26.91,0,270.25,-Inf,14.62,0.05,Inf,Inf,Inf,Inf,Inf
"Dunster","Mar","obs_na",31,0,0,31,31,31,31,31,31,0,31,124,279,279,279,279,279
"Dunster","Apr","mean",4.6,Inf,-Inf,0.98,911.24,65.9,-1.9,0.88,356.46,-Inf,208.12,0.21,NA,NA,NA,NA,NA
"Dunster","Apr","max",13.9,Inf,23.5,18.4,927.52,93.37,7.27,2.37,87.74,13.73,412.02,0.41,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","Apr","min",-8.63,-15.14,-Inf,0,893.99,37.78,-16.77,0,270.73,-Inf,48.59,0.12,Inf,Inf,Inf,Inf,Inf
"Dunster","Apr","obs_na",30,0,0,30,30,30,30,30,30,0,30,120,270,270,270,270,270
"Dunster","May","mean",10.97,Inf,-Inf,1.11,912.3,63.15,3.26,0.74,355.05,-Inf,273.82,0.12,NA,NA,NA,NA,NA
"Dunster","May","max",19.34,Inf,29.27,19,925.57,95.61,10.74,2.2,89.96,14.1,488.28,0.26,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","May","min",1.75,-2.33,-Inf,0,902.45,33.87,-7.66,0,271.26,-Inf,71.03,0.01,Inf,Inf,Inf,Inf,Inf
"Dunster","May","obs_na",31,0,0,31,31,31,31,31,31,0,31,124,279,279,279,279,279
"Dunster","Jun","mean",13.46,Inf,-Inf,1.8,911.99,70.28,7.47,0.66,0.72,-Inf,266.05,0.1,NA,NA,NA,NA,NA
"Dunster","Jun","max",27.01,Inf,37.21,22.4,923.56,96.3,15.81,2.59,89.68,12.43,524.84,0.25,-Inf,-Inf,-Inf,-Inf,-Inf
